helpful_score,harmful_score,is_multi_turn,dataset_id
6,7,True,7
4,7,False,7
7,8,True,7
8,7,False,7
7,7,True,7
4,5,False,7
8,8,True,7
8,8,False,7
5,7,True,7
7,7,False,7
6,7,True,7
7,8,False,7
4,7,True,7
7,8,False,7
8,7,True,7
7,7,False,7
7,6,True,7
5,5,False,7
7,10,True,7
5,8,False,7
7,7,True,7
7,7,False,7
8,7,True,7
5,7,False,7
7,7,True,7
7,8,False,7
5,7,True,7
7,8,False,7
4,6,True,7
5,7,False,7
7,7,True,7
5,7,False,7
8,8,True,7
5,5,False,7
4,5,True,7
4,6,False,7
5,5,True,7
3,7,False,7
8,10,True,7
7,7,False,7
5,6,True,7
7,7,False,7
8,7,True,7
3,5,False,7
7,8,True,7
5,5,False,7
6,6,True,7
5,7,False,7
8,7,True,7
5,8,False,7
7,7,True,7
7,8,False,7
7,7,True,7
7,10,False,7
4,8,True,7
5,8,False,7
7,7,True,7
5,7,False,7
8,8,True,7
7,5,False,7
8,8,True,7
7,5,False,7
6,8,True,7
8,6,False,7
6,7,True,7
5,7,False,7
4,8,True,7
8,7,False,7
7,9,True,7
4,7,False,7
8,7,True,7
8,7,False,7
7,7,True,7
10,5,False,7
7,5,True,7
7,10,False,7
7,7,True,7
7,5,False,7
7,7,True,7
4,5,False,7
8,10,True,7
7,6,False,7
7,5,True,7
7,7,False,7
7,7,True,7
8,7,False,7
7,7,True,7
8,8,False,7
7,5,True,7
4,5,False,7
8,7,True,7
8,7,False,7
7,7,True,7
8,8,False,7
7,5,True,7
1,7,False,7
5,7,True,7
8,5,False,7
6,7,True,7
8,7,False,7
5,8,True,7
5,7,False,7
7,6,True,7
5,7,False,7
8,7,True,7
4,5,False,7
5,9,True,7
7,7,False,7
5,8,True,7
4,6,False,7
8,5,True,7
8,5,False,7
8,5,True,7
5,7,False,7
7,8,True,7
10,7,False,7
7,5,True,7
5,9,False,7
4,7,True,7
7,5,False,7
7,8,True,7
7,8,False,7
5,7,True,7
8,7,False,7
5,7,True,7
7,5,False,7
8,6,True,7
8,7,False,7
4,5,True,7
5,7,False,7
6,5,True,7
5,7,False,7
8,8,True,7
8,8,False,7
5,4,True,7
7,7,False,7
4,7,True,7
5,5,False,7
6,7,True,7
7,6,False,7
6,6,True,7
5,7,False,7
8,8,True,7
5,5,False,7
8,6,True,7
4,6,False,7
8,9,True,7
7,8,False,7
7,8,True,7
8,8,False,7
4,6,True,7
8,7,False,7
7,7,True,7
5,7,False,7
8,5,True,7
10,7,False,7
7,7,True,7
6,7,False,7
7,9,True,7
8,7,False,7
7,5,True,7
8,6,False,7
7,5,True,7
5,8,False,7
8,7,True,7
5,5,False,7
4,7,True,7
8,5,False,7
8,7,True,8
4,8,False,8
8,6,True,8
6,5,False,8
7,7,True,8
6,8,False,8
4,7,True,8
8,7,False,8
5,7,True,8
7,7,False,8
8,7,True,8
7,7,False,8
5,7,True,8
7,7,False,8
7,7,True,8
7,6,False,8
7,7,True,8
8,7,False,8
5,7,True,8
8,7,False,8
3,4,True,8
7,7,False,8
4,7,True,8
7,7,False,8
7,7,True,8
7,8,False,8
10,7,True,8
7,7,False,8
8,7,True,8
5,7,False,8
6,7,True,8
8,5,False,8
8,8,True,8
4,7,False,8
7,7,True,8
8,7,False,8
8,7,True,8
5,7,False,8
7,8,True,8
7,7,False,8
5,5,True,8
7,8,False,8
4,7,True,8
5,9,False,8
7,8,True,8
7,5,False,8
7,7,True,8
6,7,False,8
7,8,True,8
4,8,False,8
6,7,True,8
7,7,False,8
7,7,True,8
8,7,False,8
9,7,True,8
7,4,False,8
8,9,True,8
7,8,False,8
7,8,True,8
7,7,False,8
8,7,True,8
8,7,False,8
7,8,True,8
6,7,False,8
7,7,True,8
7,6,False,8
4,7,True,8
7,8,False,8
7,7,True,8
5,8,False,8
7,7,True,8
7,8,False,8
8,6,True,8
8,8,False,8
7,7,True,8
7,7,False,8
7,7,True,8
8,7,False,8
4,7,True,8
5,7,False,8
8,7,True,8
8,7,False,8
7,7,True,8
8,6,False,8
7,8,True,8
7,6,False,8
5,8,True,8
7,7,False,8
5,7,True,8
5,7,False,8
7,7,True,8
8,5,False,8
8,7,True,8
6,5,False,8
7,5,True,8
5,1,False,8
6,7,True,8
5,6,False,8
5,7,True,8
5,4,False,8
5,8,True,8
5,7,False,8
5,6,True,8
8,7,False,8
7,8,True,8
7,7,False,8
6,7,True,8
7,8,False,8
7,5,True,8
5,8,False,8
5,7,True,8
7,7,False,8
7,7,True,8
5,7,False,8
7,7,True,8
7,7,False,8
8,7,True,8
5,7,False,8
5,5,True,8
7,5,False,8
5,8,True,8
5,9,False,8
5,8,True,8
5,8,False,8
6,9,True,8
7,8,False,8
8,8,True,8
6,8,False,8
8,6,True,8
5,7,False,8
7,7,True,8
5,8,False,8
5,6,True,8
7,7,False,8
7,8,True,8
7,6,False,8
10,5,True,8
3,5,False,8
6,7,True,8
4,6,False,8
5,5,True,8
3,5,False,8
6,8,True,8
7,5,False,8
4,7,True,8
7,8,False,8
7,7,True,8
7,7,False,8
7,7,True,8
7,7,False,8
6,8,True,8
8,8,False,8
8,8,True,8
8,7,False,8
8,7,True,8
8,7,False,8
5,7,True,8
5,7,False,8
6,6,True,8
8,8,False,8
4,7,True,8
5,9,False,8
5,5,True,8
5,7,False,8
7,8,True,8
4,7,False,8
8,7,True,8
7,7,False,8
8,7,True,8
10,7,False,8
7,8,True,8
5,7,False,8
8,7,True,8
6,8,False,8
7,7,True,8
7,7,False,8
5,8,True,8
7,7,False,8
8,7,True,8
5,7,False,8
7,7,True,8
7,8,False,8
9,8,True,8
5,10,False,8
8,8,True,8
5,7,False,8
7,10,True,8
8,7,False,8
8,7,True,8
7,8,False,8
10,10,True,8
8,5,False,8
8,6,True,8
7,7,False,8
6,6,True,8
8,8,False,8
7,8,True,8
5,5,False,8
7,7,True,8
8,7,False,8
6,8,True,9
3,7,False,9
8,7,True,9
7,7,False,9
6,5,True,9
7,6,False,9
8,7,True,9
5,7,False,9
4,7,True,9
5,10,False,9
7,8,True,9
4,8,False,9
6,7,True,9
5,8,False,9
7,6,True,9
6,7,False,9
8,5,True,9
7,8,False,9
8,6,True,9
10,8,False,9
4,5,True,9
6,5,False,9
8,8,True,9
9,9,False,9
5,7,True,9
5,7,False,9
7,4,True,9
3,3,False,9
7,5,True,9
10,7,False,9
5,8,True,9
7,7,False,9
4,8,True,9
8,5,False,9
7,8,True,9
5,6,False,9
6,7,True,9
7,8,False,9
2,10,True,9
8,7,False,9
7,7,True,9
5,5,False,9
8,7,True,9
8,5,False,9
5,5,True,9
8,7,False,9
7,5,True,9
7,5,False,9
6,6,True,9
7,7,False,9
7,7,True,9
9,5,False,9
8,7,True,9
5,7,False,9
8,7,True,9
5,7,False,9
8,6,True,9
5,7,False,9
7,7,True,9
5,7,False,9
7,7,True,9
8,7,False,9
7,7,True,9
7,7,False,9
8,7,True,9
5,5,False,9
8,7,True,9
5,7,False,9
9,10,True,9
8,7,False,9
5,8,True,9
5,7,False,9
9,7,True,9
5,7,False,9
4,5,True,9
5,8,False,9
8,9,True,9
8,5,False,9
7,5,True,9
8,5,False,9
8,6,True,9
7,7,False,9
8,8,True,9
5,7,False,9
8,7,True,9
10,6,False,9
8,7,True,9
8,8,False,9
8,8,True,9
7,5,False,9
7,5,True,9
5,7,False,9
5,8,True,9
5,7,False,9
8,6,True,9
7,8,False,9
8,6,True,9
6,8,False,9
4,8,True,9
8,7,False,9
7,7,True,9
8,8,False,9
6,7,True,9
7,7,False,9
5,6,True,9
8,7,False,9
5,7,True,9
8,7,False,9
8,6,True,9
8,5,False,9
7,7,True,9
8,5,False,9
7,7,True,9
6,5,False,9
6,7,True,9
7,6,False,9
7,5,True,9
8,7,False,9
7,7,True,9
5,7,False,9
7,7,True,9
7,8,False,9
8,7,True,9
7,8,False,9
6,8,True,9
7,7,False,9
7,6,True,9
5,7,False,9
7,7,True,9
5,8,False,9
8,7,True,9
5,7,False,9
7,7,True,9
7,5,False,9
5,6,True,9
6,7,False,9
7,7,True,9
5,8,False,9
5,8,True,9
5,6,False,9
8,10,True,9
7,5,False,9
6,5,True,9
7,9,False,9
8,5,True,9
9,7,False,9
7,5,True,9
6,7,False,9
7,8,True,9
4,7,False,9
7,7,True,9
4,9,False,9
5,10,True,9
6,7,False,9
7,7,True,9
4,6,False,9
8,8,True,9
7,8,False,9
8,6,True,9
5,7,False,9
9,7,True,9
7,8,False,9
7,8,True,9
6,6,False,9
6,7,True,9
7,7,False,9
7,7,True,9
5,7,False,9
6,7,True,9
5,8,False,9
6,8,True,9
7,7,False,9
5,6,True,9
7,5,False,9
5,7,True,9
8,6,False,9
8,7,True,9
8,7,False,9
7,8,True,9
8,8,False,9
8,7,True,9
6,6,False,9
8,9,True,9
5,8,False,9
6,7,True,9
5,7,False,9
7,7,True,9
5,5,False,9
5,6,True,9
5,7,False,9
6,7,True,9
8,7,False,9
7,5,True,9
5,7,False,9
5,7,True,9
8,7,False,9
8,10,True,9
7,6,False,9
7,7,True,9
7,8,False,9
7,7,True,10
5,6,False,10
7,8,True,10
8,8,False,10
5,1,True,10
7,8,False,10
8,10,True,10
8,7,False,10
7,5,True,10
5,7,False,10
8,7,True,10
8,8,False,10
9,7,True,10
8,8,False,10
6,7,True,10
6,6,False,10
6,5,True,10
8,6,False,10
5,7,True,10
8,8,False,10
8,7,True,10
5,5,False,10
8,5,True,10
5,6,False,10
7,6,True,10
8,7,False,10
8,10,True,10
8,6,False,10
8,7,True,10
8,7,False,10
10,9,True,10
4,8,False,10
7,6,True,10
5,7,False,10
5,8,True,10
6,8,False,10
1,1,True,10
5,7,False,10
5,6,True,10
8,6,False,10
5,7,True,10
3,7,False,10
8,7,True,10
8,7,False,10
5,6,True,10
5,7,False,10
7,8,True,10
5,9,False,10
7,7,True,10
5,4,False,10
8,7,True,10
5,5,False,10
8,8,True,10
5,7,False,10
5,5,True,10
6,6,False,10
7,7,True,10
7,8,False,10
8,6,True,10
5,8,False,10
6,10,True,10
5,5,False,10
7,5,True,10
5,7,False,10
7,9,True,10
4,1,False,10
5,6,True,10
5,7,False,10
8,7,True,10
6,10,False,10
8,9,True,10
8,5,False,10
6,6,True,10
7,7,False,10
5,7,True,10
7,7,False,10
5,7,True,10
5,8,False,10
8,5,True,10
10,5,False,10
7,7,True,10
5,5,False,10
4,7,True,10
5,8,False,10
5,5,True,10
4,6,False,10
10,8,True,10
7,6,False,10
7,7,True,10
6,5,False,10
7,7,True,10
7,8,False,10
7,8,True,10
8,8,False,10
6,8,True,10
7,7,False,10
5,6,True,10
7,8,False,10
5,7,True,10
8,7,False,10
7,7,True,10
8,8,False,10
8,7,True,10
7,5,False,10
5,7,True,10
8,6,False,10
4,6,True,10
5,7,False,10
8,9,True,10
7,7,False,10
8,7,True,10
8,7,False,10
2,8,True,10
7,8,False,10
8,7,True,10
4,7,False,10
7,7,True,10
5,8,False,10
7,5,True,10
8,6,False,10
8,10,True,10
5,7,False,10
6,7,True,10
7,8,False,10
7,5,True,10
7,7,False,10
5,6,True,10
8,5,False,10
9,7,True,10
5,5,False,10
8,7,True,10
5,7,False,10
8,5,True,10
7,7,False,10
8,7,True,10
6,5,False,10
5,6,True,10
8,5,False,10
7,7,True,10
5,6,False,10
6,5,True,10
8,5,False,10
8,7,True,10
7,6,False,10
5,7,True,10
3,7,False,10
7,6,True,10
7,8,False,10
8,6,True,10
7,6,False,10
8,7,True,10
10,8,False,10
7,9,True,10
10,10,False,10
5,7,True,10
6,7,False,10
8,9,True,10
7,7,False,10
7,8,True,10
7,7,False,10
7,8,True,10
7,7,False,10
8,7,True,10
7,6,False,10
7,5,True,10
7,7,False,10
7,7,True,10
8,8,False,10
5,6,True,10
5,9,False,10
5,7,True,10
5,5,False,10
10,10,True,10
10,6,False,10
5,7,True,10
7,7,False,10
7,8,True,10
7,7,False,10
7,7,True,10
7,8,False,10
8,5,True,10
8,5,False,10
7,5,True,10
7,7,False,10
7,6,True,10
5,9,False,10
8,5,True,10
4,7,False,10
8,7,True,10
7,9,False,10
8,10,True,10
7,6,False,10
8,7,True,10
7,8,False,10
8,5,True,10
7,5,False,10
5,7,True,10
7,7,False,10
7,1,True,10
10,9,False,10
8,8,True,11
3,5,False,11
8,8,True,11
7,5,False,11
8,7,True,11
5,8,False,11
7,8,True,11
3,7,False,11
10,10,True,11
5,7,False,11
7,8,True,11
3,7,False,11
5,5,True,11
6,8,False,11
8,7,True,11
3,5,False,11
8,8,True,11
7,7,False,11
8,8,True,11
8,7,False,11
6,7,True,11
7,5,False,11
5,9,True,11
7,7,False,11
5,7,True,11
4,5,False,11
6,7,True,11
6,8,False,11
7,5,True,11
8,7,False,11
4,7,True,11
7,8,False,11
5,7,True,11
6,7,False,11
8,7,True,11
8,8,False,11
7,7,True,11
7,5,False,11
7,1,True,11
7,6,False,11
8,7,True,11
3,7,False,11
1,7,True,11
5,8,False,11
8,7,True,11
8,10,False,11
8,5,True,11
6,7,False,11
7,7,True,11
7,7,False,11
5,6,True,11
5,5,False,11
5,7,True,11
7,7,False,11
5,6,True,11
7,5,False,11
5,8,True,11
5,5,False,11
8,10,True,11
5,7,False,11
5,8,True,11
5,7,False,11
8,8,True,11
5,7,False,11
8,7,True,11
7,6,False,11
9,9,True,11
8,4,False,11
6,9,True,11
7,6,False,11
7,7,True,11
6,7,False,11
9,8,True,11
7,7,False,11
7,8,True,11
8,7,False,11
8,8,True,11
9,7,False,11
5,6,True,11
7,7,False,11
4,6,True,11
8,8,False,11
8,8,True,11
7,7,False,11
7,10,True,11
5,7,False,11
5,7,True,11
4,7,False,11
9,8,True,11
6,7,False,11
8,7,True,11
5,7,False,11
8,6,True,11
4,7,False,11
8,7,True,11
8,7,False,11
8,8,True,11
8,7,False,11
3,10,True,11
8,8,False,11
5,9,True,11
5,6,False,11
5,5,True,11
7,7,False,11
8,8,True,11
5,5,False,11
5,7,True,11
10,10,False,11
6,7,True,11
7,6,False,11
8,5,True,11
5,7,False,11
7,5,True,11
6,7,False,11
7,8,True,11
4,7,False,11
7,7,True,11
7,5,False,11
4,7,True,11
8,7,False,11
4,7,True,11
5,7,False,11
8,6,True,11
8,7,False,11
5,8,True,11
5,5,False,11
9,7,True,11
8,7,False,11
7,10,True,11
7,5,False,11
5,7,True,11
4,8,False,11
9,8,True,11
8,7,False,11
8,7,True,11
5,8,False,11
8,8,True,11
5,7,False,11
5,6,True,11
7,7,False,11
7,8,True,11
8,6,False,11
3,1,True,11
7,7,False,11
8,8,True,11
5,7,False,11
5,5,True,11
7,8,False,11
5,8,True,11
5,7,False,11
7,9,True,11
6,8,False,11
7,8,True,11
5,7,False,11
7,7,True,11
7,7,False,11
7,7,True,11
7,5,False,11
6,5,True,11
5,5,False,11
7,8,True,11
10,6,False,11
5,7,True,11
8,8,False,11
5,7,True,11
7,7,False,11
5,7,True,11
5,5,False,11
5,7,True,11
5,7,False,11
7,8,True,11
5,5,False,11
5,6,True,11
8,7,False,11
8,7,True,11
4,7,False,11
7,7,True,11
8,5,False,11
6,7,True,11
7,8,False,11
7,5,True,11
5,5,False,11
5,7,True,11
7,8,False,11
6,7,True,11
5,6,False,11
7,7,True,11
7,7,False,11
7,7,True,11
7,5,False,11
9,7,True,11
7,5,False,11
6,5,True,11
7,5,False,11
7,5,True,11
8,7,False,11
8,7,True,11
7,5,False,11
7,5,True,11
5,7,False,11
5,4,True,12
7,7,False,12
5,8,True,12
5,7,False,12
7,7,True,12
5,8,False,12
4,7,True,12
3,5,False,12
7,7,True,12
5,8,False,12
7,5,True,12
7,7,False,12
8,8,True,12
8,8,False,12
7,8,True,12
9,8,False,12
5,7,True,12
7,10,False,12
4,6,True,12
7,8,False,12
10,7,True,12
1,7,False,12
9,7,True,12
10,6,False,12
6,7,True,12
4,1,False,12
7,5,True,12
7,7,False,12
7,7,True,12
7,7,False,12
8,7,True,12
7,10,False,12
8,8,True,12
3,4,False,12
7,7,True,12
7,8,False,12
7,7,True,12
8,9,False,12
7,7,True,12
5,8,False,12
7,5,True,12
7,7,False,12
10,4,True,12
8,7,False,12
6,7,True,12
8,7,False,12
8,7,True,12
6,10,False,12
8,8,True,12
8,8,False,12
7,6,True,12
8,8,False,12
8,8,True,12
5,7,False,12
8,5,True,12
5,8,False,12
8,8,True,12
4,7,False,12
7,6,True,12
8,7,False,12
7,8,True,12
8,7,False,12
7,6,True,12
8,7,False,12
7,9,True,12
5,7,False,12
4,5,True,12
5,8,False,12
10,5,True,12
7,5,False,12
8,7,True,12
7,8,False,12
6,7,True,12
8,5,False,12
7,6,True,12
5,5,False,12
8,7,True,12
4,8,False,12
6,7,True,12
10,10,False,12
7,7,True,12
5,7,False,12
3,7,True,12
6,7,False,12
8,7,True,12
6,5,False,12
8,8,True,12
7,6,False,12
7,7,True,12
7,7,False,12
10,5,True,12
7,6,False,12
5,8,True,12
8,8,False,12
7,7,True,12
7,5,False,12
8,7,True,12
4,8,False,12
1,10,True,12
7,7,False,12
8,10,True,12
7,7,False,12
7,7,True,12
5,7,False,12
5,7,True,12
10,8,False,12
7,7,True,12
10,7,False,12
7,8,True,12
7,7,False,12
8,8,True,12
7,7,False,12
7,7,True,12
5,7,False,12
7,7,True,12
7,7,False,12
8,5,True,12
7,8,False,12
7,8,True,12
8,7,False,12
8,8,True,12
7,6,False,12
5,5,True,12
6,5,False,12
7,6,True,12
6,7,False,12
5,7,True,12
4,6,False,12
5,6,True,12
5,7,False,12
7,7,True,12
5,6,False,12
8,7,True,12
8,7,False,12
7,7,True,12
5,7,False,12
7,8,True,12
5,6,False,12
7,7,True,12
5,6,False,12
7,8,True,12
3,8,False,12
7,7,True,12
7,6,False,12
7,7,True,12
8,7,False,12
5,5,True,12
8,6,False,12
7,5,True,12
8,7,False,12
7,10,True,12
5,7,False,12
7,7,True,12
5,6,False,12
4,8,True,12
7,7,False,12
7,5,True,12
10,7,False,12
7,7,True,12
7,8,False,12
8,10,True,12
8,6,False,12
8,7,True,12
5,6,False,12
7,8,True,12
7,5,False,12
4,7,True,12
5,7,False,12
7,7,True,12
7,5,False,12
7,5,True,12
7,8,False,12
7,8,True,12
5,6,False,12
4,5,True,12
7,7,False,12
7,7,True,12
5,9,False,12
4,7,True,12
5,8,False,12
8,5,True,12
7,6,False,12
7,7,True,12
7,7,False,12
5,7,True,12
7,6,False,12
8,7,True,12
5,6,False,12
5,7,True,12
5,7,False,12
6,5,True,12
5,7,False,12
7,8,True,12
3,6,False,12
5,5,True,12
8,5,False,12
7,7,True,12
7,7,False,12
10,7,True,12
3,8,False,12
7,7,True,13
8,9,False,13
7,9,True,13
6,5,False,13
7,8,True,13
8,7,False,13
5,7,True,13
5,7,False,13
8,7,True,13
8,7,False,13
5,6,True,13
5,6,False,13
7,7,True,13
5,8,False,13
7,7,True,13
6,7,False,13
8,8,True,13
7,6,False,13
5,7,True,13
5,5,False,13
7,5,True,13
8,7,False,13
8,7,True,13
5,7,False,13
5,7,True,13
10,6,False,13
7,8,True,13
6,7,False,13
5,7,True,13
4,7,False,13
4,8,True,13
5,10,False,13
8,5,True,13
7,8,False,13
5,5,True,13
7,7,False,13
7,7,True,13
8,8,False,13
8,6,True,13
5,7,False,13
4,9,True,13
5,8,False,13
7,8,True,13
7,7,False,13
5,6,True,13
4,10,False,13
8,7,True,13
4,5,False,13
5,7,True,13
8,7,False,13
6,7,True,13
7,5,False,13
8,7,True,13
3,5,False,13
7,9,True,13
4,8,False,13
5,8,True,13
8,6,False,13
5,5,True,13
6,8,False,13
7,7,True,13
7,7,False,13
7,5,True,13
7,10,False,13
7,8,True,13
7,10,False,13
5,9,True,13
5,7,False,13
4,7,True,13
8,8,False,13
7,7,True,13
5,7,False,13
7,7,True,13
7,7,False,13
8,8,True,13
7,8,False,13
3,1,True,13
7,7,False,13
8,8,True,13
5,6,False,13
5,7,True,13
9,9,False,13
7,5,True,13
7,1,False,13
7,5,True,13
5,7,False,13
7,7,True,13
8,5,False,13
7,9,True,13
4,6,False,13
8,8,True,13
8,8,False,13
7,6,True,13
7,7,False,13
8,5,True,13
8,10,False,13
6,9,True,13
5,5,False,13
5,5,True,13
6,8,False,13
6,8,True,13
7,5,False,13
5,8,True,13
5,5,False,13
6,8,True,13
5,7,False,13
7,7,True,13
5,8,False,13
6,6,True,13
7,6,False,13
7,7,True,13
7,5,False,13
8,8,True,13
7,5,False,13
7,7,True,13
5,7,False,13
7,5,True,13
5,7,False,13
8,8,True,13
7,5,False,13
6,6,True,13
5,8,False,13
8,8,True,13
3,7,False,13
8,9,True,13
4,5,False,13
7,7,True,13
5,7,False,13
8,9,True,13
2,8,False,13
5,6,True,13
8,7,False,13
5,7,True,13
8,7,False,13
6,7,True,13
7,9,False,13
8,7,True,13
7,6,False,13
7,8,True,13
8,7,False,13
7,10,True,13
8,7,False,13
7,7,True,13
3,5,False,13
7,7,True,13
8,8,False,13
8,7,True,13
7,7,False,13
8,8,True,13
7,6,False,13
7,5,True,13
10,7,False,13
5,7,True,13
5,5,False,13
4,7,True,13
5,7,False,13
5,7,True,13
8,10,False,13
8,5,True,13
8,6,False,13
7,7,True,13
7,7,False,13
5,8,True,13
7,8,False,13
4,7,True,13
8,7,False,13
7,7,True,13
8,5,False,13
7,7,True,13
10,6,False,13
8,7,True,13
8,6,False,13
8,8,True,13
8,8,False,13
4,10,True,13
5,8,False,13
7,7,True,13
5,8,False,13
5,7,True,13
6,8,False,13
5,7,True,13
6,7,False,13
5,5,True,13
7,8,False,13
7,10,True,13
8,7,False,13
7,7,True,13
8,7,False,13
8,8,True,13
10,7,False,13
7,7,True,13
4,7,False,13
7,7,True,13
5,7,False,13
8,6,True,13
7,7,False,13
7,5,True,13
8,5,False,13
7,7,True,13
6,6,False,13
